word,machine,human,label
sickly,rashin lafiya,rashin lafiya,NEGATIVE
inactive,m,mara aiki,NEGATIVE
repulsed,tunkuɗe,tunkuɗe,NEGATIVE
infatuated,soyayya,soyayya,POSITIVE
boy,yaro,yaro,NEGATIVE
corrode,lalata,lalata,NEGATIVE
doubted,shakka,shakka,NEGATIVE
tax,haraji,haraji,NEGATIVE
lighter,wuta,mai haske,POSITIVE
verifiable,tabbatacce,tabbatacce,POSITIVE
spite,duk da,duk da,NEGATIVE
respectful,girmamawa,girmamawa,POSITIVE
concluding,kammalawa,kammalawa,POSITIVE
ruth,ruth,damuwa,POSITIVE
fallen,fadi,fadi,NEGATIVE
enjoin,umarni,umarni,NEGATIVE
sunset,faɗuwar rana,faɗuwar rana,POSITIVE
household,gida,lamarin gida,POSITIVE
life-threatening,barazanar rai,barazanar rai,NEGATIVE
effusively,cikakke,cikakke,POSITIVE
attainable,samuwa,samuwa,POSITIVE
paddle,filafili,feda,POSITIVE
heal,warkar,warkar,POSITIVE
rue,Rue,kaico,NEGATIVE
excelled,tayi fice,tayi fice,POSITIVE
virulence,tashin hankali,tashin hankali,NEGATIVE
moderate,matsakaici,matsakaici,POSITIVE
sequestration,lalata,lalata,NEGATIVE
rags,tsummoki,tsummoki,NEGATIVE
succeeded,yi nasara,yi nasara,POSITIVE
bunk,kankara,kankara,NEGATIVE
sobering,mai da hankali,mai da hankali,NEGATIVE
reward,sakamako,sakamako,POSITIVE
enviable,kishi,kishi,POSITIVE
dependent,dogara,dogara,POSITIVE
producing,samarwa,samarwa,POSITIVE
blast,fashewa,fashewa,NEGATIVE
appealing,roko,roko,POSITIVE
idiocy,wawanci,wawanci,NEGATIVE
deservedly,cancanci,cancanci,POSITIVE
glacial,mai sanyi,mai sanyi,NEGATIVE
chafing,haushi,haushi,NEGATIVE
imprisoned,daure,daure,NEGATIVE
insubordinate,rashin biyayya,rashin biyayya,NEGATIVE
cold,sanyi,sanyi,NEGATIVE
arrogance,girman kai,girman kai,NEGATIVE
fat,mai,kiba,NEGATIVE
helped,taimaka,taimaka,POSITIVE
chaste,tsattsarka,tsattsarka,POSITIVE
belligerently,da faɗa,da faɗa,NEGATIVE
bloody,na jini,mai jini,NEGATIVE
creditable,mai daraja,mai daraja,POSITIVE
overreact,wuce gona da iri,wuce gona da iri,NEGATIVE
capitalist,dan jari hujja,dan jari hujja,POSITIVE
exploited,amfani,danne,NEGATIVE
despot,mai iko,mai iko,NEGATIVE
fucked,fucked,ci gindi,NEGATIVE
velvety,velvety,na karammiski,POSITIVE
law-abiding,bin doka,bin doka,POSITIVE
palatable,mai daɗi,mai daɗi,POSITIVE
flowery,furanni,furanni,POSITIVE
displease,rashin jin daɗi,rashin jin daɗi,NEGATIVE
baffled,mamakin,mamakin,NEGATIVE
boundless,m,mara iyaka,POSITIVE
shirk,shirka,shirka,NEGATIVE
vanguard,tsare,tsare,POSITIVE
exceptional,na kwarai,na musamman,POSITIVE
roflcopter,sarfaraz,dariya daga zaune,POSITIVE
attacked,kai hari,kai hari,NEGATIVE
unimaginably,wanda ba za a iya tsammani ba,wanda ba za a iya tsammani ba,NEGATIVE
best,mafi kyau,mafi kyau,POSITIVE
whimsical,son rai,ko-in-kula,POSITIVE
symptoms,bayyanar cututtuka,bayyanar cututtuka,NEGATIVE
amity,amity,fahimtar juna,POSITIVE
defeat,shan kashi,shan kashi,POSITIVE
hampered,cikas,cikas,NEGATIVE
abusive,m,abin cin zarafi,NEGATIVE
redeemed,fanshe,fanshe,POSITIVE
hospitable,m,mai karamci,POSITIVE
reprehensible,abin zargi,abin zargi,NEGATIVE
anonymous,wanda ba a san shi ba,wanda ba a san shi ba,NEGATIVE
uncertain,bai tabbata ba,rashin tabbas,NEGATIVE
pollute,ƙazantar da,gurbatar da,NEGATIVE
pull,ja,ja,POSITIVE
heartbreakingly,ajiyar zuciya,ajiyar zuciya,NEGATIVE
shambles,shambles,tabarbarewa,NEGATIVE
plum,plum,muhimmin abu,POSITIVE
misinterpretation,fassarar kuskure,fassarar kuskure,NEGATIVE
wheedle,karafke,karafke,NEGATIVE
atrocious,mai girman kai,mai girman kai,NEGATIVE
concentric,mai da hankali,mai da hankali,POSITIVE
entranced,entranced,burge,POSITIVE
included,hada da,hada da,POSITIVE
wanker,mai yawo,mai yawo,NEGATIVE
plasticky,roba,roba,NEGATIVE
destitution,fatara,fatara,NEGATIVE
toothache,ciwon hakori,ciwon hakori,NEGATIVE
unsavory,mara kyau,mara kyau,NEGATIVE
offenses,laifuka,laifuka,NEGATIVE
rollicking,mirginawa,mirginawa,POSITIVE
labyrinth,labyrinth,sarkakiya,NEGATIVE
rockstars,duwatsu,mashahuran makada,POSITIVE
sticky,m,mai mannewa,NEGATIVE
irritability,rashin tausayi,rashin tausayi,NEGATIVE
stroke,bugun jini,bugun jini,NEGATIVE
goading,yaudara,yaudara,NEGATIVE
tariff,jadawalin kuɗin fito,jadawalin kuɗin fito,NEGATIVE
individualized,keɓaɓɓe,keɓaɓɓe,POSITIVE
inappropriate,bai dace ba,bai dace ba,NEGATIVE
pitfall,rami,rami,NEGATIVE
untarnished,wanda bai lalace ba,mara lalatuwa,POSITIVE
unfairly,rashin adalci,rashin adalci,NEGATIVE
ethical,da'a,da'a,POSITIVE
inconsequential,wanda ba shi da mahimmanci,wanda ba shi da mahimmanci,NEGATIVE
shared,raba,raba,POSITIVE
paragon,paragon,abin kwaikwayo,POSITIVE
distastefully,disastefully,mai barnatarwa,NEGATIVE
improving,inganta,inganta,POSITIVE
mandarin,mandarin,yaren sin,POSITIVE
virtue,nagarta,nagarta,POSITIVE
fleer,mai gudu,mai gudu,NEGATIVE
spoke,yayi magana,yayi magana,NEGATIVE
appalling,m,firgita,NEGATIVE
jolly,wauta,mai dadi,POSITIVE
soil,ƙasa,ƙasa,NEGATIVE
loudness,kara,kara,NEGATIVE
complaint,korafi,korafi,NEGATIVE
scum,kumbura,kumbura,NEGATIVE
behemoth,behemoth,babba,NEGATIVE
distracted,shagala,shagala,NEGATIVE
victory,nasara,nasara,POSITIVE
sisterhood,'yar'uwa,'yar'uwa,POSITIVE
lamb,dan tunkiya,dan tunkiya,POSITIVE
dump,juji,juji,NEGATIVE
legendary,almara,gwarzo,POSITIVE
felon,felon,aikata muhimmin laifi,NEGATIVE
hellion,jahannama,jahannama,NEGATIVE
wripped,bulala,bulala,NEGATIVE
rescue,ceto,ceto,POSITIVE
negation,ƙi,korewa,NEGATIVE
disapointing,rarrabuwa,ba da kunya,NEGATIVE
criticize,soki,soki,NEGATIVE
well-mannered,mai ladabi,mai ladabi,POSITIVE
unanimous,baki ɗaya,baki ɗaya,POSITIVE
ill-treatment,rashin lafiya,rashin kula,NEGATIVE
exhilarate,exhilarate,murna,POSITIVE
smut,smut,dauda,NEGATIVE
poetic,waka,waka,POSITIVE
outcast,fatattaka,gujajje,NEGATIVE
confound,rikice,rikici,NEGATIVE
ministry,hidima,hukuma,POSITIVE
knotted,kulli,kulli,NEGATIVE
refusing,ƙi,ƙi,NEGATIVE
porcupine,alade,alade,NEGATIVE
smallish,karami,karami,NEGATIVE
dishearteningly,dishearteningly,rashin tabbas,NEGATIVE
gross,babban,babban,NEGATIVE
incubus,incubus,jima'i da mai barci,NEGATIVE
happier,farin ciki,farin ciki,POSITIVE
comely,kyakkyawa,kyakkyawa,POSITIVE
restricted,ƙuntata,ƙuntata,NEGATIVE
ill-sorted,rashin lafiya,rashin tsari,NEGATIVE
preposterous,preposterous,gaula,NEGATIVE
classical,na gargajiya,na gargajiya,POSITIVE
wily,wily,kwararre,NEGATIVE
discovery,ganowa,ganowa,POSITIVE
efficiency,inganci,inganci,POSITIVE
entrap,kamawa,kamawa,NEGATIVE
freeze,daskare,daskare,NEGATIVE
repulsiveness,sakewa,sakewa,NEGATIVE
deviously,yaudara,a yaudare,NEGATIVE
smolder,smolder,son jima'i a boye,NEGATIVE
depraved,gurɓatacce,gurɓatacce,NEGATIVE
tepid,m,mara nuna sha'awar,NEGATIVE
incomprehensible,rashin fahimta,rashin fahimta,NEGATIVE
tinsel,tinsel,kwalliya,POSITIVE
mercy,rahama,rahama,POSITIVE
joyous,farin ciki,farin ciki,POSITIVE
abovementioned,an ambata,wanda aka ambata,POSITIVE
sonorous,sonci,yin sauti mai dadi,POSITIVE
disorder,rashin lafiya,rashin lafiya,NEGATIVE
unwatchable,wanda ba'a iya gani ba,wanda ba'a iya gani ba,NEGATIVE
imposed,tilasta,tilasta,NEGATIVE
caution,taka tsantsan,taka tsantsan,NEGATIVE
blaspheme,sabo,sabo,NEGATIVE
stinks,wari,yana wari,NEGATIVE
deflate,ɓata,ɓata,NEGATIVE
astronomer,masanin taurari,masanin taurari,POSITIVE
hysterically,hysterically,mai tsada,NEGATIVE
cohere,cohere,daidaita,POSITIVE
ineptly,ineptly,a halin rashin fahimta,NEGATIVE
tiresome,mai gajiya,mai gajiya,NEGATIVE
adamant,mai kafewa,mai kafewa,NEGATIVE
orgasm,inzali,inzali,POSITIVE
exposes,fallasa,yana fallasawa,NEGATIVE
shooting,harbi,harbi,NEGATIVE
excitement,tashin hankali,farin ciki,POSITIVE
sunny,rana,rana,POSITIVE
laden,ɗora Kwatancen,nauyi,NEGATIVE
secession,rabuwa,rabuwa,NEGATIVE
eagerly,cikin ɗoki,cikin ɗoki,POSITIVE
neurotic,neurotic,mutum mai damuwa,NEGATIVE
income,samun kudin shiga,samun kudin shiga,POSITIVE
over-awe,bisa-tsoro,bisa-tsoro,NEGATIVE
hallowed,tsarkake,tsarkake,POSITIVE
tumbled,fadi,fadi,NEGATIVE
esteemed,daraja,daraja,POSITIVE
full-blown,cika-ƙaho,bunkasa,NEGATIVE
sues,kara,ya shigar da kara,NEGATIVE
excited,m,kidima,POSITIVE
sir,sir,yallabai,POSITIVE
oversimplification,kara girma,kara girma,NEGATIVE
excellently,kwarai da gaske,kwarai da gaske,POSITIVE
precariously,cikin damuwa,cikin damuwa,NEGATIVE
suppress,danne,danne,NEGATIVE
reliably,abin dogaro,abin dogaro,POSITIVE
,wrinkles,yana tattarewa,NEGATIVE
refined,tace,tace,POSITIVE
oddly,mara kyau,mara kyau,NEGATIVE
confuses,rudewa,ya rude,NEGATIVE
lash,lash,bulala,NEGATIVE
measured,auna,auna,POSITIVE
cushy,cushy,mai sauki,POSITIVE
housekeeping,aikin gida,aikin gida,POSITIVE
donside,bayarwa,bayarwa,NEGATIVE
faze,duba,duba,NEGATIVE
loneliness,kadaici,kadaici,NEGATIVE
amputate,yanke hannu,yanke gabar jiki,NEGATIVE
incompatability,rashin daidaito,rashin daidaito,NEGATIVE
prospect,fata,fata,POSITIVE
frustrating,takaici,abin fusatarwa,NEGATIVE
wounds,raunuka,raunuka,NEGATIVE
erotic,na batsa,na batsa,POSITIVE
affectionate,m,mai shauki,POSITIVE
incoherent,rashin daidaituwa,rashin daidaituwa,NEGATIVE
stone,dutse,dutse,NEGATIVE
arraignment,gurfanarwa,gurfanarwa,NEGATIVE
bullied,tursasawa,tsokana,NEGATIVE
seasoned,yaji,masanin abubuwa,POSITIVE
refreshed,wartsake,wartsake,POSITIVE
bug,bug,kwaro,NEGATIVE
underestimate,rashin sanin cikakken farashi,rashin sanin cikakken farashi,NEGATIVE
tort,azabtarwa,azabtarwa,NEGATIVE
revengeful,ramawa,na ramuwa,NEGATIVE
invalidity,rashin aiki,rashin aiki,NEGATIVE
mortality,mace -mace,mace -mace,NEGATIVE
cogent,cogent,na halitta,POSITIVE
terribly,da jin tsoro,da jin tsoro,NEGATIVE
gout,gout,dandano,NEGATIVE
robust,robust,mai karfi,POSITIVE
remission,gafartawa,gafartawa,POSITIVE
unfunded,bashi da kudi,mara kudi,NEGATIVE
snappish,snappish,saurin fusata,NEGATIVE
eviction,korewa,korewa,NEGATIVE
ardent,m,sha'awa,POSITIVE
derisive,samu,samu,NEGATIVE
hardy,Hardy,mai wahala,POSITIVE
gamble,caca,caca,NEGATIVE
celebratory,bikin,abin biki,POSITIVE
mystery,asiri,asiri,NEGATIVE
upsettingly,cikin damuwa,cikin damuwa,NEGATIVE
flawlessly,flawlessly,salin-alin,POSITIVE
recherche,recherche,bincikawa,POSITIVE
invigorating,kuzari,kuzari,POSITIVE
store,shago,shago,POSITIVE
heck,heck,nuna mamaki,NEGATIVE
enthusiasm,babbar sha'awa,babbar sha'awa,POSITIVE
legible,mai iya karantawa,halattacce,POSITIVE
misrepresentation,bata suna,rashin wakilci,NEGATIVE
assfucking,danshi,cin dubura,NEGATIVE
absurdness,wauta,wauta,NEGATIVE
transgression,ƙetare iyaka,ƙetare iyaka,NEGATIVE
dehumanization,lalata mutum,keta alfarmar mutum,NEGATIVE
skeptic,mai shakka,mai shakka,NEGATIVE
authentic,na kwarai,na kwarai,POSITIVE
lagging,raguwa,raguwa,NEGATIVE
corrupting,lalata,lalata,NEGATIVE
noise,amo,murya,NEGATIVE
indecent,mara kyau,mara kyau,NEGATIVE
extremity,matsananci,matsananci,NEGATIVE
grudgingly,cikin annashuwa,cikin sakin rai,NEGATIVE
harridan,harridan,tsohuwar mata mai tsauri,NEGATIVE
temperance,hali,hali,POSITIVE
flareup,flareup,barkewa,NEGATIVE
insinuating,insinuating,zargi,NEGATIVE
shameful,abin kunya,abin kunya,NEGATIVE
toll-free,kyauta,kyauta,POSITIVE
disregards,rashin kulawa,yana rashin kula,NEGATIVE
apocalypse,Apocalypse,babbar musifa,NEGATIVE
felonies,felonies,mayan laifuka,NEGATIVE
trivial,maras muhimmanci,maras muhimmanci,NEGATIVE
alarm,ƙararrawa,ƙararrawa,NEGATIVE
cross,giciye,giciye,NEGATIVE
raping,fyade,fyade,NEGATIVE
sully,sully,yin shiru don fushi,NEGATIVE
discouraged,karaya,karaya,NEGATIVE
anarchistic,rashin zaman lafiya,rashin zaman lafiya,NEGATIVE
divine,allahntaka,kudura,POSITIVE
colonel,kanar,kanar,POSITIVE
monstrosity,dodo,dodo,NEGATIVE
sagely,sagely,cikin wayewa,POSITIVE
gallantry,gallantry,cikin karsashi,POSITIVE
inconsistent,sabawa,rashin sabawa da yi,NEGATIVE
upheld,tsayar,tsayar,POSITIVE
losses,asara,asara,NEGATIVE
unproven,ba a tabbatar ba,ba a tabbatar ba,NEGATIVE
skinny,fata,mara kiba,NEGATIVE
attack,kai hari,kai hari,NEGATIVE
primacy,fifiko,fifiko,POSITIVE
debauchery,lalata,lalata,NEGATIVE
cruelness,mugunta,mugunta,NEGATIVE
incense,turare,mara yankewa,NEGATIVE
inescapably,babu makawa,babu makawa,NEGATIVE
apeshit,apeshit,mahaukacin fushi,NEGATIVE
repugn,repugn,abin kayamata,NEGATIVE
unreal,ba gaskiya bane,ba gaskiya bane,POSITIVE
joker,mai wasa,mai wasa,NEGATIVE
absurdity,wawanci,wawanci,NEGATIVE
overdose,yawan abin sama,kuzari fiye da kima,NEGATIVE
confuse,dame,rikicewa,NEGATIVE
poke,tsoka,tsoka,NEGATIVE
bitter,m,daci,NEGATIVE
underwrite,sake rubutawa,sake rubutawa,POSITIVE
heckled,heckled,shegantaka,NEGATIVE
decry,yanke,yanke,NEGATIVE
ineffectualness,rashin aiki,rashin aiki,NEGATIVE
coarse,m,mai mugun zance,NEGATIVE
devout,ibada,ibada,POSITIVE
polygamy,auren mata fiye da daya,auren mata fiye da daya,NEGATIVE
discard,yar da,yar da,NEGATIVE
confusion,rikicewa,rikicewa,NEGATIVE
covet,kwadayi,kwadayi,NEGATIVE
disinclination,rashin hankali,rashin hankali,NEGATIVE
polio,cutar shan inna,cutar shan inna,NEGATIVE
gentleman,mutum,nitsatstsen mutum,POSITIVE
clog,toshe,toshe,NEGATIVE
educated,mai ilimi,mai ilimi,POSITIVE
monetary,kudi,kudi,POSITIVE
dishonorable,rashin mutunci,rashin mutunci,NEGATIVE
ability,iyawa,iyawa,POSITIVE
gaiety,gaiety,raha,POSITIVE
rightful,mai gaskiya,mai gaskiya,POSITIVE
electric,lantarki,lantarki,POSITIVE
pricey,m,mai farashi,NEGATIVE
versus,gabansa,gabansa,NEGATIVE
worthlessly,mara amfani,mara amfani,NEGATIVE
laconic,laconic,mara magana da yawa,NEGATIVE
top,saman,saman,POSITIVE
loony,loony,dan iska,NEGATIVE
bliss,ni'ima,ni'ima,POSITIVE
affronted,cin mutunci,cin mutunci,NEGATIVE
adverse,illa,illa,NEGATIVE
brightness,haske,haske,POSITIVE
exceeding,wucewa,wucewa,POSITIVE
mania,mania,tabin kwakwalwa,NEGATIVE
imperfection,ajizanci,ajizanci,NEGATIVE
scornful,raini,raini,NEGATIVE
provide,ba da,samar da,POSITIVE
cyclone,guguwa,guguwa,NEGATIVE
vibration,vibration,jijjiga,NEGATIVE
heartily,da zuciya,da zuciya,POSITIVE
spree,fashewa,fashewa,NEGATIVE
practiced,aikatawa,aikatawa,POSITIVE
terror,ta'addanci,ta'addanci,NEGATIVE
illuminati,illuminati,kungiyar asiri,POSITIVE
boil,tafasa,tafasa,NEGATIVE
scolded,tsawata,tsawata,NEGATIVE
scare,tsorata,tsorata,NEGATIVE
onerous,mai ban tsoro,mai ban tsoro,NEGATIVE
general,janar,janar,POSITIVE
theoretical,ka'idar,na kai'ida,POSITIVE
nicotine,sinadarin nicotine,sinadarin nicotine,NEGATIVE
flat-out,flat-out,da sauri-sauri,NEGATIVE
unpopular,marasa farin jini,marasa farin jini,NEGATIVE
reporter,labaru,mai kawo rahoto,POSITIVE
anti-american,amurkawa,masu kyamar amurkawa,NEGATIVE
dumped,zubar,zubar,NEGATIVE
feeling,ji,ji,NEGATIVE
immaturity,rashin balaga,rashin balaga,NEGATIVE
invaluable,m,mara kima,POSITIVE
enemy,makiyi,makiyi,NEGATIVE
favorable,m,mai alfarma,POSITIVE
trembling,rawar jiki,rawar jiki,NEGATIVE
abundance,yawa,yawa,POSITIVE
manly,namiji,namiji,POSITIVE
contrive,yi nasara,yi nasara,NEGATIVE
polluters,gurɓatattun abubuwa,gurɓatattun abubuwa,NEGATIVE
vagrant,mara hankali,mara hankali,NEGATIVE
pillage,ganima,ganima,NEGATIVE
worried,damu,damu,NEGATIVE
knock,buga,buga,NEGATIVE
rod,sanda,sanda,POSITIVE
impressed,burge,burge,POSITIVE
heretical,bidi'a,bidi'a,NEGATIVE
negativity,negativity,korewa,NEGATIVE
beneficent,mai amfani,mai amfani,POSITIVE
savory,mai dadi,mai dadi,POSITIVE
topnotch,gindi,mafi daraja,POSITIVE
conscience,lamiri,wasuwasi,POSITIVE
embarrassing,abin kunya,abin kunya,NEGATIVE
impasse,rashin ƙarfi,rashin ƙarfi,NEGATIVE
bogus,na bogi,na bogi,NEGATIVE
bereave,yi baƙin ciki,yi baƙin ciki,NEGATIVE
affluence,wadata,wadata,POSITIVE
detection,ganewa,ganewa,POSITIVE
noisier,mai surutu,mai surutu,NEGATIVE
banished,kore,kore,NEGATIVE
remorse,nadama,nadama,NEGATIVE
quagmire,girgiza kai,girgiza kai,NEGATIVE
measles,kyanda,kyanda,NEGATIVE
subversively,subarwa,subarwa,NEGATIVE
accusing,zargi,zargi,NEGATIVE
distracting,dauke hankali,dauke hankali,NEGATIVE
desirous,mai son,mai son,POSITIVE
easiest,mafi sauki,mafi sauki ainun,POSITIVE
immortal,mara mutuwa,mara mutuwa,POSITIVE
exclusion,wariya,wariya,NEGATIVE
fan,fan,mai goyon baya,POSITIVE
saddened,baƙin ciki,baƙin ciki,NEGATIVE
flatulence,kumburin ciki,kumburin ciki,NEGATIVE
escape,tserewa,tserewa,NEGATIVE
leads,take kaiwa,yana jagoranta,POSITIVE
wasting,batawa,batawa,NEGATIVE
culpability,laifi,laifi,NEGATIVE
coolest,mafi kyau,mafi kyau,POSITIVE
iniquity,mugunta,mugunta,NEGATIVE
share,raba,raba,POSITIVE
dolphin,dabbar dolphin,babban kifi,POSITIVE
ill-conceived,rashin tunani,rashin tunani,NEGATIVE
scoop,diba,diba,POSITIVE
unselfish,mara son kai,mara son kai,POSITIVE
longevity,tsawon rai,tsawon rai,POSITIVE
privileged,gata,gata,POSITIVE
occluded,ɓoye,ɓoye,NEGATIVE
self-determination,yanke hukunci kai,yanke hukunci da kai,POSITIVE
colluding,hada baki,hada baki,NEGATIVE
hard,wuya,wuya,NEGATIVE
frostbite,sanyi,sanyi,NEGATIVE
baffling,m,yin mamaki,NEGATIVE
screwy,mai hankali,mai hankali,NEGATIVE
gems,duwatsu masu daraja,duwatsu masu daraja,POSITIVE
prison,kurkuku,kurkuku,NEGATIVE
concise,dunkule,dunkule,POSITIVE
renegade,mai yin ridda,mai yin ridda,NEGATIVE
scoff,izgili,izgili,NEGATIVE
minimum,mafi ƙarancin,mafi ƙarancin,NEGATIVE
hashish,hashish,ciyawa,NEGATIVE
properly,yadda ya kamata,yadda ya kamata,POSITIVE
substantially,sosai,sosai,POSITIVE
grate,niƙa,niƙa,NEGATIVE
immature,m,yarinta,NEGATIVE
officer,jami'in,jami'i,POSITIVE
indignantly,a fusace,a fusace,NEGATIVE
smuggler,mai fasa -kwauri,mai fasa -kwauri,NEGATIVE
mutter,gunaguni,gunaguni,NEGATIVE
harmony,jituwa,jituwa,POSITIVE
inveigle,matsakaici,matsakaici,NEGATIVE
dilapidated,dilapidated,lalatacce,NEGATIVE
altruistic,mai girman kai,mai girman kai,POSITIVE
traumatized,rauni,damuwa,NEGATIVE
avaricious,cikawa,cikawa,NEGATIVE
eases,saukake,ya saukaka,POSITIVE
honor,girmamawa,girmamawa,POSITIVE
death,mutuwa,mutuwa,NEGATIVE
nicely,da kyau,da kyau,POSITIVE
famished,yunwa,yunwa,NEGATIVE
recommends,bada shawarar,bada shawarar,POSITIVE
distraught,damuwa,damuwa,NEGATIVE
melodrama,melodrama,wasan kwaikwayon da ake kambame,NEGATIVE
aimless,mara manufa,mara manufa,NEGATIVE
moaned,nishi,nishi,NEGATIVE
dissonantly,rashin fahimta,rashin fahimta,NEGATIVE
capricious,kamewa,kamewa,NEGATIVE
sidetrack,gefen hanya,gefen hanya,NEGATIVE
accidents,hatsarori,hadurra,NEGATIVE
thinker,mai tunani,mai tunani,POSITIVE
pneumonia,namoniya,tarin sanyi,NEGATIVE
invaluablely,invaluablely,cikin kaskanci,POSITIVE
communism,kwaminisanci,kwaminisanci,NEGATIVE
denounces,la'anta,yana  laa'anta,NEGATIVE
bloom,fure,fure,POSITIVE
drought,fari,fari,NEGATIVE
blurring,bluring,mai dusaahewa,NEGATIVE
recessionary,koma bayan tattalin arziki,koma bayan tattalin arziki,NEGATIVE
cannibal,cin naman mutane,cin naman mutane,NEGATIVE
showy,m,nuna kwalliya,NEGATIVE
self-serving,son kai,son kai,NEGATIVE
heartbreaker,mai raunin zuciya,mai raunin zuciya,NEGATIVE
panic,tsoro,tsoro,NEGATIVE
asset,kadara,kadara,POSITIVE
washed-out,wanka-fita,shafewa,NEGATIVE
fatalistic,fatalistic,mummuna,NEGATIVE
advocated,bada shawarwari,bada shawarwari,POSITIVE
invidiousness,rarrabewar,mara rarrabuwa,NEGATIVE
sinisterly,ba daidai ba,ba daidai ba,NEGATIVE
engrossed,shagala,shagala,POSITIVE
tenable,iyawa,iyawa,POSITIVE
discontentedly,rashin yarda,rashin yarda,NEGATIVE
dextrous,dextrous,iya abu da hannu,POSITIVE
unachievable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,NEGATIVE
nappy,nappy,jarabar jima'i,NEGATIVE
asshole,dubura,dubura,NEGATIVE
fast-paced,da sauri-sauri,da sauri-sauri,POSITIVE
apologised,yi hakuri,yi afuwa,NEGATIVE
nag,nag,addaba,NEGATIVE
trusty,amintacce,amintacce,POSITIVE
verve,tabbata,tabbata,POSITIVE
flagging,bugawa,bugawa,NEGATIVE
retract,janyewa,janyewa,NEGATIVE
decency,ladabi,ladabi,POSITIVE
graceful,na alheri,na alheri,POSITIVE
uphold,goyi bayan,goyi bayan,POSITIVE
pardoning,yafiya,yafiya,POSITIVE
scientist,masanin kimiyya,masanin kimiyya,POSITIVE
medley,medley,gwamitsi,POSITIVE
infringe,keta doka,keta doka,NEGATIVE
quickness,sauri,sauri,POSITIVE
hoax,yaudara,yaudara,NEGATIVE
courtship,zawarci,alakar soyayya kafin aure,POSITIVE
wry,wry,sunkuyawa,NEGATIVE
leakage,kwarara,zurara,NEGATIVE
clearance,yarda,yarda,POSITIVE
cheaper,mai rahusa,mai rahusa,POSITIVE
centurion,jarumi,jarumi,POSITIVE
awards,kyaututtuka,girmama,POSITIVE
malevolently,marabacin,marabacin,NEGATIVE
craps,craps,zancen banza,NEGATIVE
meddlesome,madubin tunani,madubin tunani,NEGATIVE
misunderstand,rashin fahimta,rashin fahimta,NEGATIVE
exhort,yi wa'azi,yi wa'azi,POSITIVE
impersonate,kwaikwayo,kwaikwayo,NEGATIVE
shackle,dauri,dauri,NEGATIVE
fortress,sansanin soja,sansanin soja,POSITIVE
cliched,cliced,maimaita zance,NEGATIVE
embrace,runguma,runguma,POSITIVE
crashing,faduwa,faduwa,NEGATIVE
suffice,isa,isa,POSITIVE
prejudiced,son zuciya,son zuciya,NEGATIVE
horrendously,da ban tsoro,da ban tsoro,NEGATIVE
unsuspecting,rashin sani,rashin sani,NEGATIVE
lovemaking,soyayya,soyayya,POSITIVE
mar,mar,bata,NEGATIVE
exceeds,ya wuce,ya wuce,POSITIVE
squall,tsautsayi,tsautsayi,NEGATIVE
robed,tufafi,fashi,NEGATIVE
spontaneous,maras wata-wata,maras wata-wata,POSITIVE
importune,shigo da kaya,shigo da kaya,NEGATIVE
ascent,hawan,hawan,POSITIVE
bark,haushi,haushi,NEGATIVE
jaundice,jaundice,kyashi,NEGATIVE
impulsively,cikin hanzari,cikin hanzari,NEGATIVE
enslaved,bayi,bautar,NEGATIVE
author,marubuci,marubuci,POSITIVE
hamstring,cinya,cinya,NEGATIVE
indictment,tuhuma,tuhuma,NEGATIVE
laughingstock,dariya,abin dariya,NEGATIVE
tantalize,tantalize,jan hankali,POSITIVE
posh,posh,kwalisa,POSITIVE
defenseless,mara kariya,mara kariya,NEGATIVE
interfere,tsoma baki,tsoma baki,NEGATIVE
seal,hatimi,hatimi,POSITIVE
balm,balm,bam,POSITIVE
pitifully,abin tausayi,abin tausayi,NEGATIVE
warp,warp,nannadewa,NEGATIVE
savings,tanadi,tanadi,POSITIVE
holiness,tsarki,tsarki,POSITIVE
primitive,m,na ainihi,NEGATIVE
abject,m,karshen rashin dadi,NEGATIVE
hymn,waƙar yabo,waƙar yabo,POSITIVE
pander,dafa,dafa,NEGATIVE
malice,sharri,sharri,NEGATIVE
infidelity,kafirci,rashin amana,NEGATIVE
spellbindingly,karafamani,ban mamaki,POSITIVE
conformance,dacewa,dacewa,POSITIVE
hazard,haɗari,haɗari,NEGATIVE
itching,ƙaiƙayi,ƙaiƙayi,NEGATIVE
amazingly,abin mamaki,abin mamaki,POSITIVE
saintliness,tsarkaka,tsarkaka,POSITIVE
wireless,mara waya,mara waya,POSITIVE
sepsis,sepsis,cutar jini,NEGATIVE
repulsive,abin ƙyama,abin ƙyama,NEGATIVE
unconscionable,maras tunani,maras tunani,NEGATIVE
counsel,shawara,shawara,POSITIVE
overwhelmed,cika,cika,NEGATIVE
discretionary,m,mai taka tsantsan,POSITIVE
embroil,saɗaɗa,saɗaɗa,NEGATIVE
nitpick,nitpick,gano kananan kusakurai,NEGATIVE
labored,aiki,aiki,NEGATIVE
hunch,farauta,farauta,NEGATIVE
inadverent,mara kyau,mara kyau,NEGATIVE
kiss,sumbace,sumba,POSITIVE
motherfucking,bacin rai,bacin rai,NEGATIVE
sulking,sulking,rashin walwala,NEGATIVE
stranded,makale,makale,NEGATIVE
learn,koyi,koyi,POSITIVE
ravenous,ravenous,yunwa matuka,NEGATIVE
